SurveyID,OrderLineID,SurveyDateKey,CustomerKey,StoreKey,SatisfactionScore,NPSGroup,CommentCategory
329,2790,20240502,1165,3,5,Detractor,Website
330,2792,20240504,1165,3,7,Passive,Store experience
331,2794,20250403,890,12,6,Detractor,Delivery
332,2802,20241117,1591,10,5,Detractor,Website
333,2803,20241125,1591,10,7,Passive,Store experience
334,2808,20230719,1424,11,7,Passive,Website
335,2822,20240904,963,3,5,Detractor,Website
336,2828,20240806,1132,7,8,Passive,Support
337,2834,20251113,463,2,7,Passive,Delivery
338,2848,20250715,1935,5,7,Passive,Support
339,2863,20251231,1645,7,7,Passive,Price
340,2864,20240806,800,12,6,Detractor,Product quality
341,2865,20240806,800,12,3,Detractor,Product quality
342,2905,20251221,1146,6,10,Promoter,Support
343,2908,20250901,1969,3,8,Passive,Website
344,2913,20220307,1547,8,8,Passive,Delivery
345,2932,20240105,853,11,9,Promoter,Product quality
346,2958,20240128,1691,7,7,Passive,Price
347,2969,20240803,1716,8,4,Detractor,Delivery
348,2970,20240804,1716,8,3,Detractor,Product quality
349,2973,20250526,764,2,5,Detractor,Product quality
350,2979,20250301,1852,12,8,Passive,Store experience
351,2980,20250308,1852,12,9,Promoter,Support
352,3000,20251109,1630,8,8,Passive,Support
353,3009,20250224,1879,7,8,Passive,Website
354,3017,20240505,1110,7,4,Detractor,Delivery
355,3024,20250501,44,3,8,Passive,Delivery
356,3025,20250512,44,3,3,Detractor,Website
357,3030,20240319,517,6,6,Detractor,Delivery
358,3036,20230721,1367,5,6,Detractor,Product quality
359,3050,20241129,142,11,6,Detractor,Delivery
360,3056,20250218,987,5,6,Detractor,Store experience
361,3081,20250418,1530,5,9,Promoter,Support
362,3084,20250429,1530,5,5,Detractor,Delivery
363,3086,20231004,1829,7,10,Promoter,Website
364,3087,20231015,1829,7,6,Detractor,Support
365,3096,20220414,1870,11,7,Passive,Store experience
366,3109,20250203,683,8,9,Promoter,Website
367,3116,20250414,1866,2,8,Passive,Website
368,3122,20250502,1865,9,7,Passive,Website
369,3127,20250609,787,6,8,Passive,Store experience
370,3131,20230501,880,2,7,Passive,Support
371,3155,20250824,609,6,7,Passive,Delivery
372,3162,20251030,1482,2,9,Promoter,Product quality
373,3163,20251027,1482,2,6,Detractor,Website
374,3174,20241214,60,3,4,Detractor,Website
375,3209,20230527,370,8,8,Passive,Store experience
376,3229,20250327,1540,2,7,Passive,Delivery
377,3231,20231003,386,3,8,Passive,Store experience
378,3233,20231002,386,3,7,Passive,Price
379,3234,20221219,810,3,8,Passive,Store experience
380,3237,20251122,1970,7,9,Promoter,Store experience
381,3242,20250919,1219,8,8,Passive,Support
382,3243,20250923,1219,8,8,Passive,Product quality
383,3246,20250418,620,10,5,Detractor,Product quality
384,3253,20251016,476,11,8,Passive,Product quality
385,3254,20250925,476,11,8,Passive,Website
386,3256,20250526,1909,10,7,Passive,Delivery
387,3278,20230809,319,12,10,Promoter,Delivery
388,3282,20250308,1670,5,7,Passive,Website
389,3286,20251106,336,3,8,Passive,Product quality
390,3307,20230118,135,11,5,Detractor,Store experience
391,3314,20240908,1378,12,6,Detractor,Delivery
392,3336,20250115,772,5,4,Detractor,Website
393,3339,20250109,772,5,4,Detractor,Store experience
394,3341,20240104,1222,10,7,Passive,Support
395,3348,20230809,1602,1,9,Promoter,Store experience
396,3353,20241028,320,7,6,Detractor,Support
397,3358,20250320,19,10,5,Detractor,Price
398,3367,20230713,566,9,8,Passive,Website
399,3377,20240517,381,4,7,Passive,Price
400,3394,20230403,891,3,9,Promoter,Support
401,3401,20241212,1516,4,5,Detractor,Product quality
402,3402,20241219,1516,4,7,Passive,Website
403,3404,20250531,1381,4,7,Passive,Price
404,3419,20230203,1181,10,6,Detractor,Website
405,3422,20241024,623,9,7,Passive,Price
406,3439,20230411,53,11,7,Passive,Delivery
407,3447,20221210,1018,5,9,Promoter,Store experience
408,3448,20221213,1018,5,7,Passive,Website
409,3451,20250814,1931,9,7,Passive,Delivery
410,3466,20250406,725,6,9,Promoter,Product quality
411,3483,20250202,1198,3,5,Detractor,Product quality
412,3496,20240929,932,11,6,Detractor,Website
413,3498,20250124,117,10,8,Passive,Delivery
414,3499,20251219,940,1,9,Promoter,Website
415,3506,20241223,1061,6,5,Detractor,Delivery
416,3507,20241212,1061,6,6,Detractor,Support
417,3508,20230811,750,1,8,Passive,Support
418,3515,20241018,147,5,6,Detractor,Delivery
419,3516,20241009,147,5,6,Detractor,Delivery
420,3530,20250610,1498,3,8,Passive,Delivery
421,3548,20241209,815,4,6,Detractor,Delivery
422,3550,20241120,815,4,7,Passive,Website
423,3552,20251223,528,10,9,Promoter,Website
424,3555,20251229,528,10,7,Passive,Delivery
425,3559,20241202,1171,11,8,Passive,Product quality
426,3562,20230617,1129,5,8,Passive,Delivery
427,3566,20240623,1658,12,7,Passive,Website
428,3574,20230115,1350,8,10,Promoter,Delivery
429,3576,20240928,782,3,5,Detractor,Website
430,3579,20241005,782,3,6,Detractor,Price
431,3581,20251106,557,3,5,Detractor,Store experience
432,3583,20250413,1382,4,6,Detractor,Product quality
433,3585,20250415,1382,4,6,Detractor,Website
434,3586,20230720,909,7,6,Detractor,Delivery
435,3591,20251201,309,5,7,Passive,Store experience
436,3595,20220909,1297,11,7,Passive,Delivery
437,3633,20221206,1141,8,7,Passive,Delivery
438,3641,20240221,1489,7,4,Detractor,Support
439,3653,20230827,221,1,6,Detractor,Delivery
440,3656,20241215,1884,3,4,Detractor,Delivery
441,3669,20240526,1291,2,8,Passive,Product quality
442,3681,20251203,1497,2,8,Passive,Store experience
443,3696,20241225,617,6,9,Promoter,Store experience
444,3712,20250707,1420,5,7,Passive,Support
445,3720,20240901,1642,8,5,Detractor,Price
446,3729,20241015,1224,7,4,Detractor,Website
447,3748,20250316,368,5,7,Passive,Website
448,3773,20250916,547,5,6,Detractor,Website
449,3776,20250411,1364,4,7,Passive,Support
450,3778,20220817,9,11,7,Passive,Website
451,3786,20220616,822,5,5,Detractor,Price
452,3810,20250514,692,10,7,Passive,Delivery
453,3820,20250523,1359,8,9,Promoter,Support
454,3824,20240509,516,8,4,Detractor,Store experience
455,3827,20240504,516,8,8,Passive,Support
456,3843,20230128,113,11,8,Passive,Product quality
457,3851,20240701,121,12,6,Detractor,Website
458,3852,20240630,121,12,5,Detractor,Delivery
459,3854,20240517,741,8,5,Detractor,Price
460,3860,20250414,672,1,6,Detractor,Product quality
461,3874,20250207,856,4,7,Passive,Delivery
462,3877,20250830,533,9,8,Passive,Website
463,3881,20240624,1090,6,8,Passive,Website
464,3893,20241024,1059,7,8,Passive,Price
465,3903,20240302,1807,1,6,Detractor,Store experience
466,3919,20230227,627,9,7,Passive,Website
467,3922,20240104,257,2,6,Detractor,Website
468,3924,20240102,257,2,5,Detractor,Product quality
469,3945,20250804,162,7,7,Passive,Support
470,3952,20230212,1844,11,8,Passive,Product quality
471,3977,20240819,523,4,5,Detractor,Support
472,4002,20240401,795,2,6,Detractor,Delivery
473,4030,20240126,298,8,8,Passive,Support
474,4035,20220918,873,3,8,Passive,Price
475,4036,20230204,456,2,5,Detractor,Website
476,4044,20230810,1995,5,7,Passive,Store experience
477,4049,20240719,1068,10,8,Passive,Delivery
478,4052,20240708,1068,10,7,Passive,Website
479,4054,20230722,1884,4,7,Passive,Price
480,4071,20241121,1597,4,8,Passive,Delivery
481,4073,20240302,803,12,7,Passive,Website
482,4079,20250123,827,1,6,Detractor,Delivery
483,4098,20251222,380,6,8,Passive,Delivery
484,4101,20250911,868,11,7,Passive,Website
485,4103,20250908,868,11,5,Detractor,Price
486,4109,20251224,1703,12,5,Detractor,Support
487,4116,20250803,1508,4,9,Promoter,Delivery
488,4119,20230818,1835,3,7,Passive,Price
489,4123,20240804,1040,5,7,Passive,Website
490,4134,20251012,17,3,8,Passive,Delivery
491,4138,20251018,7,9,9,Promoter,Product quality
492,4141,20251020,7,9,5,Detractor,Website
493,4145,20240622,241,6,6,Detractor,Website
494,4154,20241113,1095,10,7,Passive,Delivery
495,4158,20240601,805,1,7,Passive,Product quality
496,4171,20240106,1649,1,7,Passive,Price
497,4172,20240122,1649,1,5,Detractor,Store experience
498,4175,20230727,228,7,7,Passive,Delivery
499,4183,20221208,566,10,9,Promoter,Website
500,4193,20231027,861,9,8,Passive,Store experience
501,4197,20241208,1458,4,9,Promoter,Product quality
502,4198,20251015,572,10,6,Detractor,Website
503,4203,20250711,1322,2,9,Promoter,Website
504,4205,20250622,1488,3,6,Detractor,Delivery
505,4207,20240923,1267,5,8,Passive,Product quality
506,4211,20241229,1895,1,6,Detractor,Website
507,4235,20241022,966,2,8,Passive,Store experience
508,4239,20240726,1044,5,8,Passive,Product quality
509,4278,20250723,366,11,7,Passive,Support
510,4281,20240506,1072,12,6,Detractor,Support
511,4296,20240120,1459,2,5,Detractor,Support
512,4303,20251216,569,2,8,Passive,Price
513,4308,20240813,371,8,5,Detractor,Delivery
514,4314,20241219,1435,2,7,Passive,Website
515,4326,20230419,1844,3,6,Detractor,Delivery
516,4331,20251120,1928,12,8,Passive,Price
517,4336,20230601,519,3,10,Promoter,Support
518,4349,20241130,672,7,6,Detractor,Delivery
519,4351,20240513,145,3,7,Passive,Delivery
520,4362,20250318,138,7,7,Passive,Support
521,4388,20230302,1129,7,7,Passive,Delivery
522,4416,20231109,267,2,7,Passive,Website
523,4419,20240128,1327,4,8,Passive,Delivery
524,4421,20221208,1676,7,7,Passive,Delivery
525,4429,20240824,521,9,6,Detractor,Price
526,4435,20250627,195,11,8,Passive,Support
527,4438,20220704,1375,4,7,Passive,Support
528,4440,20240224,383,12,8,Passive,Store experience
529,4445,20231014,1992,5,6,Detractor,Store experience
530,4447,20240210,1899,3,6,Detractor,Price
531,4455,20230224,1630,10,8,Passive,Store experience
532,4457,20230213,1630,10,8,Passive,Store experience
533,4458,20230301,1630,10,8,Passive,Website
534,4463,20250725,1744,4,8,Passive,Delivery
535,4467,20230619,1994,9,7,Passive,Website
536,4483,20250209,1050,5,7,Passive,Delivery
537,4491,20250704,1456,8,6,Detractor,Website
538,4498,20240901,88,9,7,Passive,Price
539,4500,20240828,88,9,7,Passive,Delivery
540,4501,20240825,88,9,7,Passive,Store experience
541,4526,20230325,991,2,6,Detractor,Price
542,4543,20240227,914,12,7,Passive,Support
543,4551,20231229,900,6,7,Passive,Delivery
544,4574,20250803,1152,6,5,Detractor,Product quality
545,4580,20240812,163,4,7,Passive,Delivery
546,4581,20240730,163,4,5,Detractor,Product quality
547,4583,20240819,163,4,7,Passive,Delivery
548,4584,20240915,535,11,5,Detractor,Product quality
549,4588,20231229,1667,5,9,Promoter,Support
550,4606,20250624,1473,2,8,Passive,Store experience
551,4616,20250426,2,9,10,Promoter,Product quality
552,4630,20251231,122,10,8,Passive,Support
553,4644,20230630,1394,8,7,Passive,Price
554,4656,20221126,270,3,5,Detractor,Website
555,4659,20250625,839,7,8,Passive,Delivery
556,4672,20230820,76,8,7,Passive,Delivery
557,4687,20250202,1211,6,7,Passive,Delivery
558,4689,20240303,470,10,7,Passive,Website
559,4697,20250108,1679,12,9,Promoter,Store experience
560,4705,20231221,77,10,7,Passive,Support
561,4719,20241205,224,1,6,Detractor,Product quality
562,4726,20251015,464,1,7,Passive,Price
563,4748,20220628,1137,5,7,Passive,Support
564,4765,20250609,742,3,3,Detractor,Delivery
565,4766,20250603,742,3,9,Promoter,Store experience
566,4772,20230122,1274,4,7,Passive,Product quality
567,4778,20251231,337,3,7,Passive,Price
568,4780,20251231,337,3,9,Promoter,Store experience
569,4786,20240408,1498,7,7,Passive,Product quality
570,4787,20240711,1347,3,7,Passive,Delivery
571,4789,20240701,1347,3,7,Passive,Delivery
572,4800,20250617,1232,12,7,Passive,Price
573,4806,20240428,1917,6,7,Passive,Price
574,4808,20250627,1994,11,9,Promoter,Product quality
575,4820,20251227,534,7,6,Detractor,Store experience
576,4822,20251229,534,7,7,Passive,Delivery
577,4825,20250908,1190,6,6,Detractor,Delivery
578,4829,20250215,1600,2,6,Detractor,Delivery
579,4837,20241202,1769,3,8,Passive,Support
580,4863,20251104,974,9,4,Detractor,Product quality
