InventorySnapshotID,DateKey,StoreKey,ProductKey,OnHandQuantity,SafetyStockQuantity,InventoryValue
195,20220131,2,87,0,12,0.0
196,20220131,2,88,0,12,0.0
197,20220131,2,89,0,12,0.0
198,20220131,2,90,0,12,0.0
199,20220131,2,91,0,12,0.0
200,20220131,2,92,0,12,0.0
201,20220131,2,93,0,12,0.0
202,20220131,2,94,6,12,1807.02
203,20220131,2,95,4,12,959.96
204,20220131,2,96,7,12,3581.9
205,20220131,2,97,80,12,44789.6
206,20220131,2,98,70,12,6901.3
207,20220131,2,99,17,12,8395.45
208,20220131,2,100,12,12,8485.2
209,20220131,2,101,15,12,5790.15
210,20220131,2,102,44,12,5138.32
211,20220131,2,103,45,12,13144.95
212,20220131,2,104,57,12,19559.55
213,20220131,2,105,72,12,24032.16
214,20220131,2,106,73,12,44208.07
215,20220131,2,107,66,12,28980.6
216,20220131,2,108,28,12,9632.0
217,20220131,3,1,9,5,5149.26
218,20220131,3,2,10,5,10866.6
219,20220131,3,3,14,5,30794.68
220,20220131,3,4,17,5,38968.59
221,20220131,3,5,8,5,21810.88
222,20220131,3,6,13,5,12158.64
223,20220131,3,7,6,5,10929.06
224,20220131,3,8,13,5,19547.06
225,20220131,3,9,14,5,7525.7
226,20220131,3,10,0,5,0.0
227,20220131,3,11,6,5,12918.06
228,20220131,3,12,15,5,46160.4
229,20220131,3,13,182,30,1372.28
230,20220131,3,14,119,30,8741.74
231,20220131,3,15,181,30,2934.01
232,20220131,3,16,191,30,12458.93
233,20220131,3,17,84,30,3334.8
234,20220131,3,18,54,30,2498.04
235,20220131,3,19,76,30,3318.16
236,20220131,3,20,129,30,14671.17
237,20220131,3,21,184,30,12506.48
238,20220131,3,22,156,30,12751.44
239,20220131,3,23,164,30,5310.32
240,20220131,3,24,124,30,2670.96
241,20220131,3,25,197,30,18049.14
242,20220131,3,26,20,30,224.6
243,20220131,3,27,182,30,7771.4
244,20220131,3,28,49,30,1433.25
245,20220131,3,29,195,30,17193.15
246,20220131,3,30,35,30,1175.65
247,20220131,3,31,63,30,3257.73
248,20220131,3,32,197,30,3165.79
249,20220131,3,33,145,30,6207.45
250,20220131,3,34,234,30,10843.56
251,20220131,3,35,60,12,3889.2
252,20220131,3,36,138,12,14931.6
253,20220131,3,37,128,12,10241.28
254,20220131,3,38,106,12,20173.92
255,20220131,3,39,18,12,1773.9
256,20220131,3,40,126,12,28566.72
257,20220131,3,41,168,12,39397.68
258,20220131,3,42,66,12,4256.34
259,20220131,3,43,56,12,6459.04
260,20220131,3,44,148,12,25562.56
261,20220131,3,45,113,12,9612.91
262,20220131,3,46,17,12,2449.36
263,20220131,3,47,149,12,9187.34
264,20220131,3,48,67,12,6443.39
265,20220131,3,49,68,12,2545.24
266,20220131,3,50,14,12,1435.28
267,20220131,3,51,97,12,14133.87
268,20220131,3,52,61,12,2259.44
269,20220131,3,53,180,12,23943.6
270,20220131,3,54,36,12,2566.8
271,20220131,3,55,61,12,14378.31
272,20220131,3,56,107,12,13454.18
273,20220131,3,57,104,12,25464.4
274,20220131,3,58,109,12,35386.85
275,20220131,3,59,98,12,4498.2
276,20220131,3,60,19,12,5560.73
277,20220131,3,61,42,12,8042.58
278,20220131,3,62,81,12,10568.07
279,20220131,3,63,26,12,3294.98
280,20220131,3,64,118,12,10409.96
281,20220131,3,65,113,12,3176.43
282,20220131,3,66,62,12,4075.26
283,20220131,3,67,112,12,16283.68
284,20220131,3,68,44,12,3727.68
285,20220131,3,69,44,12,8041.44
286,20220131,3,70,117,12,12590.37
287,20220131,3,71,81,12,22766.67
288,20220131,3,72,88,12,17201.36
289,20220131,3,73,65,12,14171.3
290,20220131,3,74,36,12,5087.16
291,20220131,3,75,59,12,10886.68
292,20220131,3,76,89,12,9927.06
293,20220131,3,77,98,12,4672.64
294,20220131,3,78,82,12,9830.16
295,20220131,3,79,61,12,19224.76
296,20220131,3,80,109,12,12895.79
297,20220131,3,81,0,12,0.0
298,20220131,3,82,0,12,0.0
299,20220131,3,83,0,12,0.0
300,20220131,3,84,0,12,0.0
301,20220131,3,85,0,12,0.0
302,20220131,3,86,0,12,0.0
303,20220131,3,87,0,12,0.0
304,20220131,3,88,0,12,0.0
305,20220131,3,89,0,12,0.0
306,20220131,3,90,0,12,0.0
307,20220131,3,91,0,12,0.0
308,20220131,3,92,0,12,0.0
309,20220131,3,93,0,12,0.0
310,20220131,3,94,38,12,11444.46
311,20220131,3,95,67,12,16079.33
312,20220131,3,96,12,12,6140.4
313,20220131,3,97,68,12,38071.16
314,20220131,3,98,17,12,1676.03
315,20220131,3,99,34,12,16790.9
316,20220131,3,100,60,12,42426.0
317,20220131,3,101,5,12,1930.05
318,20220131,3,102,45,12,5255.1
319,20220131,3,103,20,12,5842.2
320,20220131,3,104,20,12,6863.0
321,20220131,3,105,4,12,1335.12
322,20220131,3,106,59,12,35729.81
323,20220131,3,107,38,12,16685.8
324,20220131,3,108,56,12,19264.0
325,20220131,4,1,9,5,5149.26
326,20220131,4,2,16,5,17386.56
327,20220131,4,3,10,5,21996.2
328,20220131,4,4,8,5,18338.16
329,20220131,4,5,8,5,21810.88
330,20220131,4,6,13,5,12158.64
331,20220131,4,7,16,5,29144.16
332,20220131,4,8,18,5,27065.16
333,20220131,4,9,9,5,4837.95
334,20220131,4,10,18,5,17127.0
335,20220131,4,11,1,5,2153.01
336,20220131,4,12,3,5,9232.08
337,20220131,4,13,224,30,1688.96
338,20220131,4,14,131,30,9623.26
339,20220131,4,15,249,30,4036.29
340,20220131,4,16,196,30,12785.08
341,20220131,4,17,56,30,2223.2
342,20220131,4,18,189,30,8743.14
343,20220131,4,19,160,30,6985.6
344,20220131,4,20,98,30,11145.54
345,20220131,4,21,236,30,16040.92
346,20220131,4,22,100,30,8174.0
347,20220131,4,23,140,30,4533.2
348,20220131,4,24,82,30,1766.28
349,20220131,4,25,245,30,22446.9
350,20220131,4,26,186,30,2088.78
351,20220131,4,27,216,30,9223.2
352,20220131,4,28,37,30,1082.25
353,20220131,4,29,250,30,22042.5
354,20220131,4,30,143,30,4803.37
355,20220131,4,31,202,30,10445.42
356,20220131,4,32,31,30,498.17
357,20220131,4,33,241,30,10317.21
358,20220131,4,34,184,30,8526.56
359,20220131,4,35,63,12,4083.66
360,20220131,4,36,175,12,18935.0
361,20220131,4,37,165,12,13201.65
362,20220131,4,38,29,12,5519.28
363,20220131,4,39,13,12,1281.15
364,20220131,4,40,165,12,37408.8
365,20220131,4,41,54,12,12663.54
366,20220131,4,42,44,12,2837.56
367,20220131,4,43,166,12,19146.44
368,20220131,4,44,155,12,26771.6
369,20220131,4,45,73,12,6210.11
370,20220131,4,46,45,12,6483.6
371,20220131,4,47,89,12,5487.74
372,20220131,4,48,104,12,10001.68
373,20220131,4,49,87,12,3256.41
374,20220131,4,50,131,12,13430.12
375,20220131,4,51,111,12,16173.81
376,20220131,4,52,20,12,740.8
377,20220131,4,53,94,12,12503.88
378,20220131,4,54,30,12,2139.0
379,20220131,4,55,53,12,12492.63
380,20220131,4,56,155,12,19489.7
381,20220131,4,57,13,12,3183.05
382,20220131,4,58,65,12,21102.25
383,20220131,4,59,105,12,4819.5
384,20220131,4,60,119,12,34827.73
385,20220131,4,61,53,12,10148.97
386,20220131,4,62,29,12,3783.63
387,20220131,4,63,24,12,3041.52
388,20220131,4,64,105,12,9263.1
389,20220131,4,65,57,12,1602.27
390,20220131,4,66,109,12,7164.57
391,20220131,4,67,65,12,9450.35
392,20220131,4,68,117,12,9912.24
393,20220131,4,69,92,12,16813.92
394,20220131,4,70,42,12,4519.62
395,20220131,4,71,118,12,33166.26
396,20220131,4,72,51,12,9968.97
397,20220131,4,73,9,12,1962.18
398,20220131,4,74,77,12,10880.87
399,20220131,4,75,54,12,9964.08
400,20220131,4,76,42,12,4684.68
401,20220131,4,77,109,12,5197.12
402,20220131,4,78,72,12,8631.36
403,20220131,4,79,117,12,36873.72
404,20220131,4,80,113,12,13369.03
405,20220131,4,81,0,12,0.0
406,20220131,4,82,0,12,0.0
407,20220131,4,83,0,12,0.0
408,20220131,4,84,0,12,0.0
409,20220131,4,85,0,12,0.0
410,20220131,4,86,0,12,0.0
411,20220131,4,87,0,12,0.0
412,20220131,4,88,0,12,0.0
413,20220131,4,89,0,12,0.0
414,20220131,4,90,0,12,0.0
415,20220131,4,91,0,12,0.0
416,20220131,4,92,0,12,0.0
417,20220131,4,93,0,12,0.0
418,20220131,4,94,23,12,6926.91
419,20220131,4,95,39,12,9359.61
420,20220131,4,96,19,12,9722.3
421,20220131,4,97,6,12,3359.22
422,20220131,4,98,22,12,2168.98
423,20220131,4,99,49,12,24198.65
424,20220131,4,100,10,12,7071.0
425,20220131,4,101,4,12,1544.04
426,20220131,4,102,48,12,5605.44
427,20220131,4,103,1,12,292.11
428,20220131,4,104,55,12,18873.25
429,20220131,4,105,29,12,9679.62
430,20220131,4,106,51,12,30885.09
431,20220131,4,107,79,12,34688.9
432,20220131,4,108,63,12,21672.0
433,20220131,5,1,1,5,572.14
434,20220131,5,2,11,5,11953.26
435,20220131,5,3,7,5,15397.34
436,20220131,5,4,11,5,25214.97
437,20220131,5,5,9,5,24537.24
438,20220131,5,6,15,5,14029.2
439,20220131,5,7,4,5,7286.04
440,20220131,5,8,6,5,9021.72
441,20220131,5,9,9,5,4837.95
442,20220131,5,10,7,5,6660.5
443,20220131,5,11,0,5,0.0
444,20220131,5,12,10,5,30773.6
445,20220131,5,13,213,30,1606.02
446,20220131,5,14,88,30,6464.48
447,20220131,5,15,64,30,1037.44
448,20220131,5,16,89,30,5805.47
449,20220131,5,17,163,30,6471.1
450,20220131,5,18,82,30,3793.32
451,20220131,5,19,74,30,3230.84
452,20220131,5,20,219,30,24906.87
453,20220131,5,21,242,30,16448.74
454,20220131,5,22,213,30,17410.62
455,20220131,5,23,141,30,4565.58
456,20220131,5,24,191,30,4114.14
457,20220131,5,25,61,30,5588.82
458,20220131,5,26,180,30,2021.4
459,20220131,5,27,217,30,9265.9
460,20220131,5,28,57,30,1667.25
461,20220131,5,29,105,30,9257.85
462,20220131,5,30,146,30,4904.14
463,20220131,5,31,67,30,3464.57
464,20220131,5,32,126,30,2024.82
465,20220131,5,33,49,30,2097.69
466,20220131,5,34,28,30,1297.52
467,20220131,5,35,151,12,9787.82
468,20220131,5,36,78,12,8439.6
469,20220131,5,37,121,12,9681.21
470,20220131,5,38,127,12,24170.64
471,20220131,5,39,36,12,3547.8
472,20220131,5,40,11,12,2493.92
473,20220131,5,41,71,12,16650.21
474,20220131,5,42,137,12,8835.13
475,20220131,5,43,65,12,7497.1
476,20220131,5,44,152,12,26253.44
477,20220131,5,45,151,12,12845.57
478,20220131,5,46,104,12,14984.32
479,20220131,5,47,147,12,9064.02
480,20220131,5,48,84,12,8078.28
481,20220131,5,49,62,12,2320.66
482,20220131,5,50,38,12,3895.76
483,20220131,5,51,139,12,20253.69
484,20220131,5,52,86,12,3185.44
485,20220131,5,53,18,12,2394.36
486,20220131,5,54,18,12,1283.4
487,20220131,5,55,59,12,13906.89
488,20220131,5,56,38,12,4778.12
489,20220131,5,57,91,12,22281.35
490,20220131,5,58,88,12,28569.2
491,20220131,5,59,56,12,2570.4
492,20220131,5,60,38,12,11121.46
493,20220131,5,61,22,12,4212.78
494,20220131,5,62,46,12,6001.62
495,20220131,5,63,28,12,3548.44
496,20220131,5,64,13,12,1146.86
497,20220131,5,65,49,12,1377.39
498,20220131,5,66,118,12,7756.14
499,20220131,5,67,99,12,14393.61
500,20220131,5,68,70,12,5930.4
501,20220131,5,69,120,12,21931.2
502,20220131,5,70,110,12,11837.1
503,20220131,5,71,48,12,13491.36
504,20220131,5,72,95,12,18569.65
505,20220131,5,73,94,12,20493.88
506,20220131,5,74,81,12,11446.11
507,20220131,5,75,112,12,20666.24
508,20220131,5,76,61,12,6803.94
509,20220131,5,77,112,12,5340.16
510,20220131,5,78,30,12,3596.4
511,20220131,5,79,77,12,24267.32
512,20220131,5,80,69,12,8163.39
513,20220131,5,81,0,12,0.0
514,20220131,5,82,0,12,0.0
515,20220131,5,83,0,12,0.0
516,20220131,5,84,0,12,0.0
517,20220131,5,85,0,12,0.0
518,20220131,5,86,0,12,0.0
519,20220131,5,87,0,12,0.0
520,20220131,5,88,0,12,0.0
521,20220131,5,89,0,12,0.0
522,20220131,5,90,0,12,0.0
523,20220131,5,91,0,12,0.0
524,20220131,5,92,0,12,0.0
525,20220131,5,93,0,12,0.0
526,20220131,5,94,0,12,0.0
527,20220131,5,95,6,12,1439.94
528,20220131,5,96,66,12,33772.2
529,20220131,5,97,76,12,42550.12
530,20220131,5,98,47,12,4633.73
531,20220131,5,99,52,12,25680.2
532,20220131,5,100,73,12,51618.3
533,20220131,5,101,1,12,386.01
534,20220131,5,102,38,12,4437.64
535,20220131,5,103,58,12,16942.38
536,20220131,5,104,49,12,16814.35
537,20220131,5,105,16,12,5340.48
538,20220131,5,106,40,12,24223.6
539,20220131,5,107,49,12,21515.9
540,20220131,5,108,59,12,20296.0
541,20220131,6,1,4,5,2288.56
542,20220131,6,2,15,5,16299.9
543,20220131,6,3,10,5,21996.2
544,20220131,6,4,0,5,0.0
545,20220131,6,5,17,5,46348.12
546,20220131,6,6,18,5,16835.04
547,20220131,6,7,15,5,27322.65
548,20220131,6,8,7,5,10525.34
549,20220131,6,9,10,5,5375.5
550,20220131,6,10,4,5,3806.0
551,20220131,6,11,5,5,10765.05
552,20220131,6,12,13,5,40005.68
553,20220131,6,13,196,30,1477.84
554,20220131,6,14,22,30,1616.12
555,20220131,6,15,195,30,3160.95
556,20220131,6,16,134,30,8740.82
557,20220131,6,17,248,30,9845.6
558,20220131,6,18,209,30,9668.34
559,20220131,6,19,198,30,8644.68
560,20220131,6,20,114,30,12965.22
561,20220131,6,21,208,30,14137.76
562,20220131,6,22,172,30,14059.28
563,20220131,6,23,111,30,3594.18
564,20220131,6,24,99,30,2132.46
565,20220131,6,25,163,30,14934.06
566,20220131,6,26,250,30,2807.5
567,20220131,6,27,210,30,8967.0
568,20220131,6,28,82,30,2398.5
569,20220131,6,29,123,30,10844.91
570,20220131,6,30,151,30,5072.09
571,20220131,6,31,230,30,11893.3
572,20220131,6,32,18,30,289.26
573,20220131,6,33,97,30,4152.57
574,20220131,6,34,28,30,1297.52
575,20220131,6,35,107,12,6935.74
576,20220131,6,36,8,12,865.6
577,20220131,6,37,71,12,5680.71
578,20220131,6,38,58,12,11038.56
579,20220131,6,39,36,12,3547.8
580,20220131,6,40,123,12,27886.56
581,20220131,6,41,169,12,39632.19
582,20220131,6,42,86,12,5546.14
583,20220131,6,43,62,12,7151.08
584,20220131,6,44,13,12,2245.36
585,20220131,6,45,65,12,5529.55
586,20220131,6,46,157,12,22620.56
587,20220131,6,47,25,12,1541.5
588,20220131,6,48,97,12,9328.49
589,20220131,6,49,138,12,5165.34
590,20220131,6,50,143,12,14660.36
591,20220131,6,51,122,12,17776.62
592,20220131,6,52,26,12,963.04
593,20220131,6,53,164,12,21815.28
594,20220131,6,54,154,12,10980.2
595,20220131,6,55,138,12,32527.98
596,20220131,6,56,56,12,7041.44
597,20220131,6,57,32,12,7835.2
598,20220131,6,58,46,12,14933.9
599,20220131,6,59,44,12,2019.6
600,20220131,6,60,65,12,19023.55
601,20220131,6,61,66,12,12638.34
602,20220131,6,62,66,12,8611.02
603,20220131,6,63,23,12,2914.79
604,20220131,6,64,17,12,1499.74
605,20220131,6,65,92,12,2586.12
606,20220131,6,66,33,12,2169.09
607,20220131,6,67,73,12,10613.47
608,20220131,6,68,77,12,6523.44
609,20220131,6,69,118,12,21565.68
610,20220131,6,70,15,12,1614.15
611,20220131,6,71,68,12,19112.76
612,20220131,6,72,60,12,11728.2
613,20220131,6,73,80,12,17441.6
614,20220131,6,74,84,12,11870.04
615,20220131,6,75,40,12,7380.8
616,20220131,6,76,58,12,6469.32
617,20220131,6,77,98,12,4672.64
618,20220131,6,78,93,12,11148.84
619,20220131,6,79,85,12,26788.6
620,20220131,6,80,95,12,11239.45
621,20220131,6,81,0,12,0.0
622,20220131,6,82,0,12,0.0
623,20220131,6,83,0,12,0.0
624,20220131,6,84,0,12,0.0
625,20220131,6,85,0,12,0.0
626,20220131,6,86,0,12,0.0
627,20220131,6,87,0,12,0.0
628,20220131,6,88,0,12,0.0
629,20220131,6,89,0,12,0.0
630,20220131,6,90,0,12,0.0
631,20220131,6,91,0,12,0.0
632,20220131,6,92,0,12,0.0
633,20220131,6,93,0,12,0.0
634,20220131,6,94,71,12,21383.07
635,20220131,6,95,55,12,13199.45
636,20220131,6,96,17,12,8698.9
637,20220131,6,97,16,12,8957.92
638,20220131,6,98,51,12,5028.09
639,20220131,6,99,21,12,10370.85
640,20220131,6,100,45,12,31819.5
641,20220131,6,101,30,12,11580.3
642,20220131,6,102,57,12,6656.46
643,20220131,6,103,3,12,876.33
644,20220131,6,104,57,12,19559.55
645,20220131,6,105,18,12,6008.04
646,20220131,6,106,6,12,3633.54
647,20220131,6,107,58,12,25467.8
648,20220131,6,108,58,12,19952.0
649,20220131,7,1,8,5,4577.12
650,20220131,7,2,5,5,5433.3
651,20220131,7,3,3,5,6598.86
652,20220131,7,4,3,5,6876.81
653,20220131,7,5,4,5,10905.44
654,20220131,7,6,0,5,0.0
655,20220131,7,7,0,5,0.0
656,20220131,7,8,18,5,27065.16
657,20220131,7,9,1,5,537.55
658,20220131,7,10,18,5,17127.0
659,20220131,7,11,13,5,27989.13
660,20220131,7,12,9,5,27696.24
661,20220131,7,13,104,30,784.16
662,20220131,7,14,71,30,5215.66
663,20220131,7,15,179,30,2901.59
664,20220131,7,16,51,30,3326.73
665,20220131,7,17,60,30,2382.0
666,20220131,7,18,210,30,9714.6
667,20220131,7,19,241,30,10522.06
668,20220131,7,20,158,30,17969.34
669,20220131,7,21,19,30,1291.43
670,20220131,7,22,150,30,12261.0
671,20220131,7,23,108,30,3497.04
672,20220131,7,24,222,30,4781.88
673,20220131,7,25,237,30,21713.94
674,20220131,7,26,141,30,1583.43
675,20220131,7,27,45,30,1921.5
676,20220131,7,28,17,30,497.25
677,20220131,7,29,244,30,21513.48
678,20220131,7,30,225,30,7557.75
679,20220131,7,31,59,30,3050.89
680,20220131,7,32,110,30,1767.7
681,20220131,7,33,209,30,8947.29
682,20220131,7,34,69,30,3197.46
683,20220131,7,35,163,12,10565.66
684,20220131,7,36,80,12,8656.0
685,20220131,7,37,122,12,9761.22
686,20220131,7,38,121,12,23028.72
687,20220131,7,39,125,12,12318.75
688,20220131,7,40,28,12,6348.16
689,20220131,7,41,13,12,3048.63
690,20220131,7,42,76,12,4901.24
691,20220131,7,43,118,12,13610.12
692,20220131,7,44,112,12,19344.64
693,20220131,7,45,57,12,4848.99
694,20220131,7,46,64,12,9221.12
695,20220131,7,47,14,12,863.24
696,20220131,7,48,138,12,13271.46
697,20220131,7,49,87,12,3256.41
698,20220131,7,50,99,12,10149.48
699,20220131,7,51,125,12,18213.75
700,20220131,7,52,66,12,2444.64
701,20220131,7,53,57,12,7582.14
702,20220131,7,54,120,12,8556.0
703,20220131,7,55,142,12,33470.82
704,20220131,7,56,87,12,10939.38
705,20220131,7,57,50,12,12242.5
706,20220131,7,58,45,12,14609.25
707,20220131,7,59,41,12,1881.9
708,20220131,7,60,40,12,11706.8
709,20220131,7,61,94,12,18000.06
710,20220131,7,62,106,12,13829.82
711,20220131,7,63,61,12,7730.53
712,20220131,7,64,34,12,2999.48
713,20220131,7,65,90,12,2529.9
714,20220131,7,66,41,12,2694.93
715,20220131,7,67,44,12,6397.16
716,20220131,7,68,43,12,3642.96
717,20220131,7,69,9,12,1644.84
718,20220131,7,70,85,12,9146.85
719,20220131,7,71,9,12,2529.63
720,20220131,7,72,34,12,6645.98
721,20220131,7,73,113,12,24636.26
722,20220131,7,74,91,12,12859.21
723,20220131,7,75,119,12,21957.88
724,20220131,7,76,72,12,8030.88
725,20220131,7,77,41,12,1954.88
726,20220131,7,78,16,12,1918.08
727,20220131,7,79,18,12,5672.88
728,20220131,7,80,87,12,10292.97
729,20220131,7,81,0,12,0.0
730,20220131,7,82,0,12,0.0
731,20220131,7,83,0,12,0.0
732,20220131,7,84,0,12,0.0
733,20220131,7,85,0,12,0.0
734,20220131,7,86,0,12,0.0
735,20220131,7,87,0,12,0.0
736,20220131,7,88,0,12,0.0
737,20220131,7,89,0,12,0.0
