DateKey,CurrencyCode,RateToEUR,RateToPLN
20220124,USD,0.929528,4.264598
20220124,GBP,1.155115,5.299572
20220124,SEK,0.089609,0.411119
20220125,EUR,1.0,4.589528
20220125,PLN,0.217887,0.999998
20220125,USD,0.928596,4.261817
20220125,GBP,1.154788,5.299931
20220125,SEK,0.089554,0.411011
20220126,EUR,1.0,4.591133
20220126,PLN,0.217811,0.999999
20220126,USD,0.927671,4.259061
20220126,GBP,1.154461,5.300284
20220126,SEK,0.0895,0.410906
20220127,EUR,1.0,4.592733
20220127,PLN,0.217735,0.999999
20220127,USD,0.926753,4.256329
20220127,GBP,1.154136,5.300639
20220127,SEK,0.089446,0.410802
20220128,EUR,1.0,4.594328
20220128,PLN,0.21766,1.000001
20220128,USD,0.925842,4.253622
20220128,GBP,1.153811,5.300986
20220128,SEK,0.089392,0.410696
20220129,EUR,1.0,4.595917
20220129,PLN,0.217584,0.999998
20220129,USD,0.924938,4.250939
20220129,GBP,1.153487,5.301331
20220129,SEK,0.089338,0.41059
20220130,EUR,1.0,4.597501
20220130,PLN,0.217509,0.999998
20220130,USD,0.924041,4.24828
20220130,GBP,1.153164,5.301673
20220130,SEK,0.089284,0.410483
20220131,EUR,1.0,4.599079
20220131,PLN,0.217435,1.000001
20220131,USD,0.923152,4.245649
20220131,GBP,1.152841,5.302007
20220131,SEK,0.089231,0.41038
20220201,EUR,1.0,4.600651
20220201,PLN,0.217361,1.000002
20220201,USD,0.922269,4.243038
20220201,GBP,1.15252,5.302342
20220201,SEK,0.089178,0.410277
20220202,EUR,1.0,4.602217
20220202,PLN,0.217287,1.000002
20220202,USD,0.921395,4.240459
20220202,GBP,1.152199,5.302669
20220202,SEK,0.089125,0.410173
20220203,EUR,1.0,4.603776
20220203,PLN,0.217213,1.0
20220203,USD,0.920528,4.237905
20220203,GBP,1.151879,5.302993
20220203,SEK,0.089072,0.410068
20220204,EUR,1.0,4.605328
20220204,PLN,0.21714,1.000001
20220204,USD,0.919669,4.235378
20220204,GBP,1.151561,5.303317
20220204,SEK,0.08902,0.409966
20220205,EUR,1.0,4.606874
20220205,PLN,0.217067,1.0
20220205,USD,0.918819,4.232883
20220205,GBP,1.151243,5.303632
20220205,SEK,0.088968,0.409864
20220206,EUR,1.0,4.608413
20220206,PLN,0.216994,0.999998
20220206,USD,0.917976,4.230412
20220206,GBP,1.150926,5.303942
20220206,SEK,0.088916,0.409762
20220207,EUR,1.0,4.609944
20220207,PLN,0.216922,0.999998
20220207,USD,0.917142,4.227973
20220207,GBP,1.15061,5.304248
20220207,SEK,0.088864,0.409658
20220208,EUR,1.0,4.611468
20220208,PLN,0.216851,1.000002
20220208,USD,0.916316,4.225562
20220208,GBP,1.150295,5.304549
20220208,SEK,0.088813,0.409558
20220209,EUR,1.0,4.612985
20220209,PLN,0.216779,0.999998
20220209,USD,0.915499,4.223183
20220209,GBP,1.149981,5.304845
20220209,SEK,0.088762,0.409458
20220210,EUR,1.0,4.614493
20220210,PLN,0.216709,1.000002
20220210,USD,0.91469,4.220831
20220210,GBP,1.149669,5.30514
20220210,SEK,0.088711,0.409356
20220211,EUR,1.0,4.615994
20220211,PLN,0.216638,1.0
20220211,USD,0.91389,4.218511
20220211,GBP,1.149357,5.305425
20220211,SEK,0.08866,0.409254
20220212,EUR,1.0,4.617487
20220212,PLN,0.216568,1.0
20220212,USD,0.913099,4.216223
20220212,GBP,1.149046,5.305705
20220212,SEK,0.08861,0.409156
20220213,EUR,1.0,4.618971
20220213,PLN,0.216498,0.999998
20220213,USD,0.912317,4.213966
20220213,GBP,1.148737,5.305983
20220213,SEK,0.08856,0.409056
20220214,EUR,1.0,4.620447
20220214,PLN,0.216429,0.999999
20220214,USD,0.911544,4.211741
20220214,GBP,1.148428,5.30625
20220214,SEK,0.08851,0.408956
20220215,EUR,1.0,4.621914
20220215,PLN,0.216361,1.000002
20220215,USD,0.910781,4.209551
20220215,GBP,1.148121,5.306516
20220215,SEK,0.088461,0.408859
20220216,EUR,1.0,4.623372
20220216,PLN,0.216292,0.999998
20220216,USD,0.910027,4.207393
20220216,GBP,1.147815,5.306776
20220216,SEK,0.088411,0.408757
20220217,EUR,1.0,4.624821
20220217,PLN,0.216225,1.000002
20220217,USD,0.909282,4.205267
20220217,GBP,1.14751,5.307028
20220217,SEK,0.088362,0.408658
20220218,EUR,1.0,4.626261
20220218,PLN,0.216157,0.999999
20220218,USD,0.908547,4.203176
20220218,GBP,1.147207,5.307279
20220218,SEK,0.088314,0.408564
20220219,EUR,1.0,4.627691
20220219,PLN,0.21609,0.999998
20220219,USD,0.907822,4.20112
20220219,GBP,1.146904,5.307518
20220219,SEK,0.088266,0.408468
20220220,EUR,1.0,4.629112
20220220,PLN,0.216024,0.999999
20220220,USD,0.907107,4.1991
20220220,GBP,1.146603,5.307754
20220220,SEK,0.088218,0.408371
20220221,EUR,1.0,4.630523
20220221,PLN,0.215958,0.999999
20220221,USD,0.906401,4.197111
20220221,GBP,1.146303,5.307983
20220221,SEK,0.08817,0.408273
20220222,EUR,1.0,4.631925
20220222,PLN,0.215893,1.0
20220222,USD,0.905706,4.195162
20220222,GBP,1.146004,5.308204
20220222,SEK,0.088123,0.408179
20220223,EUR,1.0,4.633316
20220223,PLN,0.215828,0.999999
20220223,USD,0.90502,4.193243
20220223,GBP,1.145707,5.308422
20220223,SEK,0.088076,0.408084
20220224,EUR,1.0,4.634696
20220224,PLN,0.215764,1.000001
20220224,USD,0.904345,4.191364
20220224,GBP,1.145411,5.308632
20220224,SEK,0.088029,0.407988
20220225,EUR,1.0,4.636067
20220225,PLN,0.2157,1.0
20220225,USD,0.90368,4.189521
20220225,GBP,1.145116,5.308834
20220225,SEK,0.087983,0.407895
20220226,EUR,1.0,4.637426
20220226,PLN,0.215637,1.000001
20220226,USD,0.903025,4.187712
20220226,GBP,1.144823,5.309032
20220226,SEK,0.087937,0.407801
20220227,EUR,1.0,4.638775
20220227,PLN,0.215574,0.999999
20220227,USD,0.902381,4.185943
20220227,GBP,1.144531,5.309222
20220227,SEK,0.087891,0.407707
20220228,EUR,1.0,4.640113
20220228,PLN,0.215512,1.0
20220228,USD,0.901748,4.184213
20220228,GBP,1.144241,5.309408
20220228,SEK,0.087846,0.407615
20220301,EUR,1.0,4.64144
20220301,PLN,0.21545,0.999998
20220301,USD,0.901125,4.182518
20220301,GBP,1.143952,5.309585
20220301,SEK,0.087801,0.407523
20220302,EUR,1.0,4.642755
20220302,PLN,0.215389,0.999998
20220302,USD,0.900513,4.180862
20220302,GBP,1.143664,5.309752
20220302,SEK,0.087756,0.40743
20220303,EUR,1.0,4.64406
20220303,PLN,0.215329,1.000001
20220303,USD,0.899912,4.179245
20220303,GBP,1.143378,5.309915
20220303,SEK,0.087712,0.40734
20220304,EUR,1.0,4.645352
20220304,PLN,0.215269,1.0
20220304,USD,0.899322,4.177667
20220304,GBP,1.143093,5.310069
20220304,SEK,0.087668,0.407249
20220305,EUR,1.0,4.646633
20220305,PLN,0.21521,1.000002
20220305,USD,0.898742,4.176124
20220305,GBP,1.14281,5.310218
20220305,SEK,0.087624,0.407157
20220306,EUR,1.0,4.647901
20220306,PLN,0.215151,1.000001
20220306,USD,0.898174,4.174624
20220306,GBP,1.142528,5.310357
20220306,SEK,0.087581,0.407068
20220307,EUR,1.0,4.649158
20220307,PLN,0.215093,1.000001
20220307,USD,0.897617,4.173163
20220307,GBP,1.142248,5.310491
20220307,SEK,0.087538,0.406978
20220308,EUR,1.0,4.650402
20220308,PLN,0.215035,0.999999
20220308,USD,0.897071,4.171741
20220308,GBP,1.141969,5.310615
20220308,SEK,0.087495,0.406887
20220309,EUR,1.0,4.651634
20220309,PLN,0.214978,0.999999
20220309,USD,0.896536,4.170358
20220309,GBP,1.141692,5.310734
20220309,SEK,0.087453,0.406799
20220310,EUR,1.0,4.652854
20220310,PLN,0.214922,1.000001
20220310,USD,0.896013,4.169018
20220310,GBP,1.141416,5.310842
20220310,SEK,0.087411,0.406711
20220311,EUR,1.0,4.654061
20220311,PLN,0.214866,0.999999
20220311,USD,0.895501,4.167716
20220311,GBP,1.141142,5.310944
20220311,SEK,0.08737,0.406625
20220312,EUR,1.0,4.655255
20220312,PLN,0.214811,1.0
20220312,USD,0.895001,4.166458
20220312,GBP,1.14087,5.31104
20220312,SEK,0.087329,0.406539
20220313,EUR,1.0,4.656436
20220313,PLN,0.214757,1.000002
20220313,USD,0.894512,4.165238
20220313,GBP,1.140599,5.311126
20220313,SEK,0.087288,0.406451
20220314,EUR,1.0,4.657603
20220314,PLN,0.214703,1.000001
20220314,USD,0.894035,4.16406
20220314,GBP,1.14033,5.311205
20220314,SEK,0.087248,0.406367
20220315,EUR,1.0,4.658758
20220315,PLN,0.214649,0.999998
20220315,USD,0.893569,4.162922
20220315,GBP,1.140062,5.311273
20220315,SEK,0.087208,0.406281
20220316,EUR,1.0,4.659899
20220316,PLN,0.214597,1.0
20220316,USD,0.893115,4.161826
20220316,GBP,1.139797,5.311339
20220316,SEK,0.087169,0.406199
20220317,EUR,1.0,4.661027
20220317,PLN,0.214545,1.0
20220317,USD,0.892673,4.160773
20220317,GBP,1.139532,5.311389
20220317,SEK,0.08713,0.406115
20220318,EUR,1.0,4.66214
20220318,PLN,0.214494,1.000001
20220318,USD,0.892243,4.159762
20220318,GBP,1.13927,5.311437
20220318,SEK,0.087091,0.40603
20220319,EUR,1.0,4.66324
20220319,PLN,0.214443,0.999999
20220319,USD,0.891825,4.158794
20220319,GBP,1.139009,5.311473
20220319,SEK,0.087053,0.405949
20220320,EUR,1.0,4.664326
20220320,PLN,0.214393,0.999999
20220320,USD,0.891418,4.157864
20220320,GBP,1.13875,5.311502
20220320,SEK,0.087015,0.405866
20220321,EUR,1.0,4.665398
20220321,PLN,0.214344,1.0
20220321,USD,0.891024,4.156982
20220321,GBP,1.138493,5.311523
20220321,SEK,0.086977,0.405782
20220322,EUR,1.0,4.666456
20220322,PLN,0.214295,0.999998
20220322,USD,0.890642,4.156142
20220322,GBP,1.138238,5.311537
20220322,SEK,0.08694,0.405702
20220323,EUR,1.0,4.667499
20220323,PLN,0.214248,1.000002
20220323,USD,0.890272,4.155344
20220323,GBP,1.137984,5.311539
20220323,SEK,0.086904,0.405624
20220324,EUR,1.0,4.668528
20220324,PLN,0.2142,0.999999
20220324,USD,0.889914,4.154588
20220324,GBP,1.137732,5.311533
20220324,SEK,0.086867,0.405541
20220325,EUR,1.0,4.669542
20220325,PLN,0.214154,1.000001
20220325,USD,0.889568,4.153875
20220325,GBP,1.137482,5.31152
20220325,SEK,0.086832,0.405466
20220326,EUR,1.0,4.670541
20220326,PLN,0.214108,1.0
20220326,USD,0.889234,4.153204
20220326,GBP,1.137234,5.311498
20220326,SEK,0.086796,0.405384
20220327,EUR,1.0,4.671526
20220327,PLN,0.214063,1.000001
20220327,USD,0.888913,4.15258
20220327,GBP,1.136988,5.311469
20220327,SEK,0.086761,0.405306
20220328,EUR,1.0,4.672495
20220328,PLN,0.214018,0.999998
20220328,USD,0.888604,4.151998
20220328,GBP,1.136743,5.311426
20220328,SEK,0.086727,0.405231
20220329,EUR,1.0,4.67345
20220329,PLN,0.213975,1.000001
20220329,USD,0.888307,4.151458
20220329,GBP,1.1365,5.311375
20220329,SEK,0.086692,0.405151
20220330,EUR,1.0,4.674389
20220330,PLN,0.213932,1.000001
20220330,USD,0.888023,4.150965
20220330,GBP,1.13626,5.311321
20220330,SEK,0.086659,0.405078
20220331,EUR,1.0,4.675312
20220331,PLN,0.213889,0.999998
20220331,USD,0.887751,4.150513
20220331,GBP,1.136021,5.311253
20220331,SEK,0.086625,0.404999
20220401,EUR,1.0,4.676221
20220401,PLN,0.213848,1.0
20220401,USD,0.887492,4.150108
20220401,GBP,1.135784,5.311177
20220401,SEK,0.086593,0.404928
20220402,EUR,1.0,4.677113
20220402,PLN,0.213807,1.0
20220402,USD,0.887245,4.149745
20220402,GBP,1.135549,5.311091
20220402,SEK,0.08656,0.404851
20220403,EUR,1.0,4.67799
20220403,PLN,0.213767,1.0
20220403,USD,0.88701,4.149424
20220403,GBP,1.135316,5.310997
20220403,SEK,0.086528,0.404777
20220404,EUR,1.0,4.678852
20220404,PLN,0.213728,1.000002
20220404,USD,0.886789,4.149154
20220404,GBP,1.135085,5.310894
20220404,SEK,0.086497,0.404707
20220405,EUR,1.0,4.679697
20220405,PLN,0.213689,1.0
20220405,USD,0.886579,4.148921
20220405,GBP,1.134856,5.310782
20220405,SEK,0.086466,0.404635
20220406,EUR,1.0,4.680526
20220406,PLN,0.213651,0.999999
20220406,USD,0.886383,4.148739
20220406,GBP,1.134628,5.310656
20220406,SEK,0.086435,0.404561
20220407,EUR,1.0,4.681339
20220407,PLN,0.213614,1.0
20220407,USD,0.886199,4.148598
20220407,GBP,1.134403,5.310525
20220407,SEK,0.086405,0.404491
20220408,EUR,1.0,4.682136
20220408,PLN,0.213578,1.000001
20220408,USD,0.886027,4.148499
20220408,GBP,1.13418,5.310385
20220408,SEK,0.086375,0.40442
20220409,EUR,1.0,4.682917
20220409,PLN,0.213542,0.999999
20220409,USD,0.885868,4.148446
20220409,GBP,1.133959,5.310236
20220409,SEK,0.086346,0.404351
20220410,EUR,1.0,4.683681
20220410,PLN,0.213507,0.999999
20220410,USD,0.885722,4.148439
20220410,GBP,1.13374,5.310077
20220410,SEK,0.086317,0.404281
20220411,EUR,1.0,4.684429
20220411,PLN,0.213473,0.999999
20220411,USD,0.885589,4.148479
20220411,GBP,1.133523,5.309908
20220411,SEK,0.086289,0.404215
20220412,EUR,1.0,4.68516
20220412,PLN,0.21344,1.000001
20220412,USD,0.885468,4.148559
20220412,GBP,1.133308,5.309729
20220412,SEK,0.086261,0.404147
20220413,EUR,1.0,4.685874
20220413,PLN,0.213407,0.999998
20220413,USD,0.88536,4.148686
20220413,GBP,1.133095,5.309541
20220413,SEK,0.086233,0.404077
20220414,EUR,1.0,4.686572
20220414,PLN,0.213376,1.000002
20220414,USD,0.885265,4.148858
20220414,GBP,1.132884,5.309343
20220414,SEK,0.086206,0.404011
20220415,EUR,1.0,4.687253
20220415,PLN,0.213345,1.000002
20220415,USD,0.885182,4.149072
20220415,GBP,1.132676,5.309139
20220415,SEK,0.08618,0.403947
20220416,EUR,1.0,4.687917
20220416,PLN,0.213314,0.999998
20220416,USD,0.885113,4.149336
20220416,GBP,1.132469,5.30892
20220416,SEK,0.086153,0.403878
20220417,EUR,1.0,4.688564
20220417,PLN,0.213285,1.0
20220417,USD,0.885056,4.149641
20220417,GBP,1.132265,5.308696
20220417,SEK,0.086128,0.403817
20220418,EUR,1.0,4.689193
20220418,PLN,0.213256,0.999999
20220418,USD,0.885012,4.149992
20220418,GBP,1.132062,5.308458
20220418,SEK,0.086103,0.403754
20220419,EUR,1.0,4.689806
20220419,PLN,0.213228,0.999998
20220419,USD,0.88498,4.150384
20220419,GBP,1.131862,5.308213
20220419,SEK,0.086078,0.403689
20220420,EUR,1.0,4.690401
20220420,PLN,0.213201,0.999998
20220420,USD,0.884962,4.150827
20220420,GBP,1.131664,5.307958
20220420,SEK,0.086054,0.403628
20220421,EUR,1.0,4.690979
20220421,PLN,0.213175,0.999999
20220421,USD,0.884956,4.15131
20220421,GBP,1.131468,5.307693
20220421,SEK,0.08603,0.403565
20220422,EUR,1.0,4.69154
20220422,PLN,0.21315,1.000002
20220422,USD,0.884963,4.151839
20220422,GBP,1.131275,5.307422
20220422,SEK,0.086007,0.403505
20220423,EUR,1.0,4.692083
20220423,PLN,0.213125,1.0
20220423,USD,0.884982,4.152409
20220423,GBP,1.131083,5.307135
20220423,SEK,0.085984,0.403444
20220424,EUR,1.0,4.692608
20220424,PLN,0.213101,1.0
20220424,USD,0.885015,4.153029
20220424,GBP,1.130894,5.306843
20220424,SEK,0.085962,0.403386
20220425,EUR,1.0,4.693116
20220425,PLN,0.213078,1.0
20220425,USD,0.88506,4.153689
20220425,GBP,1.130707,5.306539
20220425,SEK,0.08594,0.403326
20220426,EUR,1.0,4.693606
20220426,PLN,0.213056,1.000001
20220426,USD,0.885118,4.154396
20220426,GBP,1.130522,5.306225
20220426,SEK,0.085919,0.40327
20220427,EUR,1.0,4.694079
20220427,PLN,0.213034,0.999998
20220427,USD,0.885189,4.155147
20220427,GBP,1.13034,5.305905
20220427,SEK,0.085898,0.403212
20220428,EUR,1.0,4.694534
20220428,PLN,0.213014,1.000001
20220428,USD,0.885273,4.155944
20220428,GBP,1.130159,5.30557
20220428,SEK,0.085877,0.403152
20220429,EUR,1.0,4.694971
20220429,PLN,0.212994,1.000001
20220429,USD,0.885369,4.156781
20220429,GBP,1.129981,5.305228
20220429,SEK,0.085857,0.403096
20220430,EUR,1.0,4.69539
20220430,PLN,0.212975,1.000001
20220430,USD,0.885478,4.157664
20220430,GBP,1.129805,5.304875
20220430,SEK,0.085838,0.403043
20220501,EUR,1.0,4.695791
20220501,PLN,0.212957,1.000001
20220501,USD,0.8856,4.158592
20220501,GBP,1.129632,5.304515
20220501,SEK,0.085819,0.402988
20220502,EUR,1.0,4.696174
20220502,PLN,0.212939,0.999999
20220502,USD,0.885735,4.159565
20220502,GBP,1.129461,5.304145
20220502,SEK,0.085801,0.402936
20220503,EUR,1.0,4.696539
20220503,PLN,0.212923,1.000001
20220503,USD,0.885882,4.160579
20220503,GBP,1.129292,5.303764
20220503,SEK,0.085783,0.402883
20220504,EUR,1.0,4.696886
20220504,PLN,0.212907,1.0
20220504,USD,0.886042,4.161638
20220504,GBP,1.129125,5.303371
20220504,SEK,0.085765,0.402828
20220505,EUR,1.0,4.697214
20220505,PLN,0.212892,0.999999
20220505,USD,0.886214,4.162737
20220505,GBP,1.128961,5.302972
20220505,SEK,0.085748,0.402777
20220506,EUR,1.0,4.697525
20220506,PLN,0.212878,1.0
20220506,USD,0.886399,4.163882
20220506,GBP,1.128799,5.302562
20220506,SEK,0.085732,0.402728
20220507,EUR,1.0,4.697817
20220507,PLN,0.212865,1.000001
20220507,USD,0.886597,4.165071
20220507,GBP,1.128639,5.30214
20220507,SEK,0.085716,0.402678
20220508,EUR,1.0,4.698092
20220508,PLN,0.212852,0.999998
20220508,USD,0.886808,4.166305
20220508,GBP,1.128482,5.301712
20220508,SEK,0.0857,0.402626
20220509,EUR,1.0,4.698347
20220509,PLN,0.212841,1.000001
20220509,USD,0.887031,4.16758
20220509,GBP,1.128327,5.301272
20220509,SEK,0.085685,0.402578
20220510,EUR,1.0,4.698585
20220510,PLN,0.21283,1.0
20220510,USD,0.887266,4.168895
20220510,GBP,1.128174,5.300821
20220510,SEK,0.085671,0.402532
20220511,EUR,1.0,4.698804
20220511,PLN,0.21282,1.0
20220511,USD,0.887514,4.170255
20220511,GBP,1.128024,5.300364
20220511,SEK,0.085657,0.402485
20220512,EUR,1.0,4.699005
20220512,PLN,0.212811,1.0
20220512,USD,0.887775,4.171659
20220512,GBP,1.127877,5.2999
20220512,SEK,0.085643,0.402437
20220513,EUR,1.0,4.699188
20220513,PLN,0.212803,1.000001
20220513,USD,0.888048,4.173104
20220513,GBP,1.127731,5.299419
20220513,SEK,0.08563,0.402391
20220514,EUR,1.0,4.699352
20220514,PLN,0.212795,0.999999
20220514,USD,0.888333,4.174589
20220514,GBP,1.127588,5.298932
20220514,SEK,0.085618,0.402349
20220515,EUR,1.0,4.699497
20220515,PLN,0.212789,1.000001
20220515,USD,0.888631,4.176119
20220515,GBP,1.127447,5.298434
20220515,SEK,0.085606,0.402305
20220516,EUR,1.0,4.699624
20220516,PLN,0.212783,1.0
20220516,USD,0.888941,4.177689
20220516,GBP,1.127309,5.297929
20220516,SEK,0.085594,0.40226
20220517,EUR,1.0,4.699733
20220517,PLN,0.212778,1.0
20220517,USD,0.889263,4.179299
20220517,GBP,1.127173,5.297412
20220517,SEK,0.085583,0.402217
20220518,EUR,1.0,4.699823
20220518,PLN,0.212774,1.0
20220518,USD,0.889598,4.180953
20220518,GBP,1.12704,5.296889
20220518,SEK,0.085573,0.402178
20220519,EUR,1.0,4.699895
20220519,PLN,0.212771,1.000001
20220519,USD,0.889945,4.182648
20220519,GBP,1.126909,5.296354
20220519,SEK,0.085563,0.402137
20220520,EUR,1.0,4.699948
20220520,PLN,0.212768,0.999999
20220520,USD,0.890304,4.184382
20220520,GBP,1.126781,5.295812
20220520,SEK,0.085554,0.402099
20220521,EUR,1.0,4.699983
20220521,PLN,0.212767,1.000001
20220521,USD,0.890675,4.186157
20220521,GBP,1.126655,5.295259
20220521,SEK,0.085545,0.40206
20220522,EUR,1.0,4.699999
20220522,PLN,0.212766,1.0
20220522,USD,0.891058,4.187971
20220522,GBP,1.126531,5.294694
20220522,SEK,0.085536,0.402019
20220523,EUR,1.0,4.699996
20220523,PLN,0.212766,0.999999
20220523,USD,0.891454,4.189831
20220523,GBP,1.12641,5.294123
20220523,SEK,0.085528,0.401981
20220524,EUR,1.0,4.699975
20220524,PLN,0.212767,1.0
20220524,USD,0.891861,4.191725
20220524,GBP,1.126292,5.293545
20220524,SEK,0.085521,0.401947
20220525,EUR,1.0,4.699936
20220525,PLN,0.212769,1.000001
20220525,USD,0.892281,4.193664
20220525,GBP,1.126175,5.29295
20220525,SEK,0.085514,0.40191
20220526,EUR,1.0,4.699878
20220526,PLN,0.212771,0.999998
20220526,USD,0.892712,4.195638
20220526,GBP,1.126062,5.292354
20220526,SEK,0.085507,0.401872
20220527,EUR,1.0,4.699802
20220527,PLN,0.212775,1.0
20220527,USD,0.893155,4.197651
20220527,GBP,1.125951,5.291746
20220527,SEK,0.085501,0.401838
20220528,EUR,1.0,4.699707
20220528,PLN,0.212779,0.999999
20220528,USD,0.89361,4.199705
20220528,GBP,1.125842,5.291127
20220528,SEK,0.085496,0.401806
20220529,EUR,1.0,4.699593
20220529,PLN,0.212784,0.999998
20220529,USD,0.894076,4.201794
20220529,GBP,1.125736,5.290501
20220529,SEK,0.085491,0.401773
20220530,EUR,1.0,4.699462
20220530,PLN,0.21279,0.999998
20220530,USD,0.894555,4.203927
20220530,GBP,1.125632,5.289864
20220530,SEK,0.085487,0.401743
20220531,EUR,1.0,4.699311
20220531,PLN,0.212797,0.999999
20220531,USD,0.895044,4.20609
20220531,GBP,1.125531,5.28922
20220531,SEK,0.085483,0.401711
20220601,EUR,1.0,4.699142
20220601,PLN,0.212805,1.000001
20220601,USD,0.895546,4.208298
20220601,GBP,1.125432,5.288565
20220601,SEK,0.08548,0.401683
20220602,EUR,1.0,4.698955
20220602,PLN,0.212813,0.999999
20220602,USD,0.896059,4.210541
20220602,GBP,1.125336,5.287904
20220602,SEK,0.085477,0.401653
20220603,EUR,1.0,4.69875
20220603,PLN,0.212823,1.000002
20220603,USD,0.896583,4.212819
20220603,GBP,1.125243,5.287235
20220603,SEK,0.085474,0.401621
20220604,EUR,1.0,4.698526
20220604,PLN,0.212833,1.000001
20220604,USD,0.897119,4.215137
20220604,GBP,1.125152,5.286556
20220604,SEK,0.085473,0.401597
20220605,EUR,1.0,4.698284
20220605,PLN,0.212844,1.000001
20220605,USD,0.897666,4.217489
20220605,GBP,1.125063,5.285865
20220605,SEK,0.085471,0.401567
20220606,EUR,1.0,4.698023
20220606,PLN,0.212855,0.999998
20220606,USD,0.898224,4.219877
20220606,GBP,1.124977,5.285168
20220606,SEK,0.08547,0.40154
20220607,EUR,1.0,4.697744
20220607,PLN,0.212868,0.999999
20220607,USD,0.898793,4.2223
20220607,GBP,1.124894,5.284464
20220607,SEK,0.08547,0.401516
20220608,EUR,1.0,4.697447
20220608,PLN,0.212882,1.000002
20220608,USD,0.899373,4.224757
20220608,GBP,1.124813,5.28375
