SurveyID,OrderLineID,SurveyDateKey,CustomerKey,StoreKey,SatisfactionScore,NPSGroup,CommentCategory
103,33971,20251231,1505,3,9,Promoter,Product quality
104,56094,20230903,639,9,9,Promoter,Store experience
105,47959,20251231,975,9,8,Passive,Product quality
106,52873,20240430,1945,11,8,Passive,Store experience
107,41903,20231106,1552,11,7,Passive,Delivery
108,23658,20250319,1834,6,10,Promoter,Product quality
109,42208,20251022,124,3,7,Passive,Website
110,40740,20230914,1924,1,9,Promoter,Delivery
111,39741,20230323,254,1,8,Passive,Website
112,4140,20251102,7,9,5,Detractor,Support
113,5430,20220928,857,8,9,Promoter,Delivery
114,23990,20250817,1467,11,7,Passive,Price
115,17373,20220425,849,11,9,Promoter,Website
116,31169,20240705,673,8,4,Detractor,Support
117,1123,20250808,269,11,9,Promoter,Store experience
118,20198,20240425,1882,9,5,Detractor,Price
119,45122,20250418,1009,8,6,Detractor,Price
120,18516,20230711,449,10,3,Detractor,Website
121,39325,20240914,1168,1,8,Passive,Support
122,12673,20250315,209,4,4,Detractor,Support
123,25117,20250427,1066,9,7,Passive,Store experience
124,23285,20240706,639,3,7,Passive,Website
125,19650,20251025,1193,7,6,Detractor,Delivery
126,4089,20230215,1539,11,4,Detractor,Product quality
127,57486,20250703,707,4,8,Passive,Product quality
128,12613,20250118,1103,6,8,Passive,Website
129,55777,20250818,784,4,5,Detractor,Website
130,34364,20251231,1138,12,7,Passive,Support
131,34171,20231218,9,6,7,Passive,Product quality
132,47890,20240301,880,6,10,Promoter,Website
133,58216,20250316,1019,9,6,Detractor,Website
134,48227,20250420,133,2,6,Detractor,Product quality
135,56835,20240813,358,12,9,Promoter,Website
136,29303,20240215,1595,12,6,Detractor,Price
137,53415,20241103,1354,6,8,Passive,Price
138,11014,20230807,748,1,4,Detractor,Price
139,28051,20240709,936,11,8,Passive,Product quality
140,42589,20230724,1952,5,6,Detractor,Website
141,17872,20250124,716,8,4,Detractor,Product quality
142,44554,20240712,281,8,6,Detractor,Support
143,40116,20251116,1813,5,7,Passive,Support
144,7579,20241015,1791,4,7,Passive,Delivery
145,39901,20250724,1769,9,7,Passive,Delivery
146,28515,20250828,1474,11,6,Detractor,Website
147,23557,20240125,1848,1,10,Promoter,Delivery
148,30137,20250104,781,10,4,Detractor,Support
149,2400,20240818,1385,9,8,Passive,Website
150,5009,20241231,57,1,7,Passive,Delivery
151,50612,20240529,1262,3,7,Passive,Delivery
152,59017,20240628,974,10,8,Passive,Delivery
153,48772,20221203,874,11,6,Detractor,Website
154,11674,20240719,1765,10,8,Passive,Delivery
155,21830,20240201,1688,6,5,Detractor,Website
156,50912,20240425,700,3,7,Passive,Product quality
157,16594,20250310,121,9,5,Detractor,Website
158,59871,20250118,1758,2,6,Detractor,Product quality
159,14025,20250609,1830,7,6,Detractor,Product quality
160,55999,20251216,1534,10,9,Promoter,Price
161,54764,20230526,1237,6,4,Detractor,Delivery
162,56961,20240104,1236,8,7,Passive,Price
163,9868,20251118,1858,8,6,Detractor,Support
164,14582,20241209,1825,6,8,Passive,Price
165,32671,20251214,1729,3,8,Passive,Price
166,36661,20240605,353,7,7,Passive,Product quality
167,40404,20250531,896,12,9,Promoter,Store experience
168,39372,20251017,542,1,8,Passive,Support
169,28199,20250202,1685,2,5,Detractor,Price
170,2282,20241005,595,12,6,Detractor,Product quality
171,46772,20240905,1593,12,4,Detractor,Website
172,52933,20230409,546,2,9,Promoter,Store experience
173,37408,20251231,1756,8,8,Passive,Support
174,52505,20240127,1485,12,5,Detractor,Store experience
175,6894,20240106,1259,2,7,Passive,Store experience
176,54724,20240625,1677,1,5,Detractor,Price
177,30630,20251231,1491,3,7,Passive,Support
178,32800,20220909,15,4,6,Detractor,Store experience
179,29021,20250627,1901,7,6,Detractor,Price
180,29426,20240324,761,12,10,Promoter,Store experience
181,8293,20250411,903,5,9,Promoter,Price
182,3925,20221027,1803,11,7,Passive,Website
183,54384,20230526,793,5,6,Detractor,Store experience
184,23608,20250328,1381,9,8,Passive,Product quality
185,1631,20231014,1163,10,7,Passive,Delivery
186,32775,20250530,1796,11,9,Promoter,Product quality
187,30330,20240320,364,11,4,Detractor,Delivery
188,19348,20251204,1140,11,9,Promoter,Delivery
189,10964,20240122,1816,10,4,Detractor,Delivery
190,13124,20240611,1829,11,6,Detractor,Price
191,9019,20231007,1606,3,5,Detractor,Product quality
192,17698,20240630,161,3,10,Promoter,Store experience
193,50787,20251004,771,10,10,Promoter,Website
194,59341,20240916,1204,3,3,Detractor,Website
195,34645,20251024,604,7,7,Passive,Website
196,8649,20241026,1918,7,7,Passive,Product quality
197,575,20240112,635,10,6,Detractor,Price
198,58715,20250116,431,6,7,Passive,Website
199,48105,20251231,184,11,9,Promoter,Store experience
200,52421,20240504,1591,10,4,Detractor,Delivery
201,13689,20240229,1847,12,9,Promoter,Delivery
202,42881,20250529,533,5,5,Detractor,Product quality
203,7404,20230723,645,7,5,Detractor,Delivery
204,4090,20230223,1539,11,6,Detractor,Price
205,7517,20230603,1707,4,5,Detractor,Delivery
206,33555,20250710,11,5,8,Passive,Delivery
207,15025,20250529,448,8,8,Passive,Price
208,41216,20250131,1202,8,5,Detractor,Product quality
209,34211,20250317,1940,1,7,Passive,Website
210,58426,20251019,119,11,6,Detractor,Price
211,53270,20231209,997,3,10,Promoter,Website
212,11840,20250906,1190,7,10,Promoter,Price
213,32749,20251215,1974,11,9,Promoter,Product quality
214,18007,20230807,1065,12,4,Detractor,Delivery
215,7632,20241212,342,9,7,Passive,Store experience
216,58095,20230512,1728,6,10,Promoter,Price
217,16378,20240831,1744,7,6,Detractor,Support
218,20424,20250302,1572,12,9,Promoter,Product quality
219,48129,20250918,1413,10,7,Passive,Support
220,51576,20240619,1018,11,9,Promoter,Website
221,10081,20240224,1708,7,6,Detractor,Product quality
222,13496,20230818,1327,11,7,Passive,Price
223,18555,20230930,826,7,8,Passive,Price
224,51020,20231101,1465,9,8,Passive,Product quality
225,44279,20250426,1994,3,5,Detractor,Store experience
226,51563,20240426,1353,1,9,Promoter,Delivery
227,45721,20250222,1634,4,6,Detractor,Price
228,14280,20231217,1962,10,3,Detractor,Store experience
229,55015,20240304,1542,3,8,Passive,Store experience
230,55844,20250810,1986,8,5,Detractor,Price
231,30044,20240618,1308,7,8,Passive,Support
232,1210,20230831,577,12,5,Detractor,Support
233,47532,20221031,852,12,7,Passive,Website
234,51278,20251231,339,9,8,Passive,Support
235,58465,20230611,1089,3,6,Detractor,Website
236,24229,20240528,1370,7,8,Passive,Delivery
237,59317,20251229,1685,8,8,Passive,Website
238,35417,20230701,1762,11,3,Detractor,Store experience
239,41075,20250731,1108,9,5,Detractor,Price
240,27510,20250616,610,10,4,Detractor,Delivery
241,51625,20251215,349,12,9,Promoter,Support
242,52822,20250329,1152,7,9,Promoter,Support
243,32579,20251103,1791,12,6,Detractor,Product quality
244,15169,20251122,1017,4,6,Detractor,Website
245,38326,20251106,494,10,9,Promoter,Support
246,56102,20241112,81,8,8,Passive,Support
247,17620,20251231,1505,11,6,Detractor,Price
248,33597,20250413,1883,6,6,Detractor,Delivery
249,9604,20231214,1508,10,9,Promoter,Delivery
250,51379,20221118,1445,12,6,Detractor,Delivery
251,31737,20220818,259,8,7,Passive,Website
252,10764,20251205,302,1,8,Passive,Product quality
253,7801,20251224,138,8,6,Detractor,Delivery
254,14121,20251005,390,4,7,Passive,Store experience
255,39445,20251129,1684,6,9,Promoter,Store experience
256,4045,20230812,1995,5,6,Detractor,Website
257,29893,20240317,408,3,6,Detractor,Price
258,29688,20251106,981,12,9,Promoter,Support
259,24457,20240222,1944,10,10,Promoter,Delivery
260,41336,20251231,1499,1,7,Passive,Support
261,7673,20251231,1519,9,6,Detractor,Price
262,43173,20240705,413,2,6,Detractor,Delivery
263,54160,20241123,915,6,4,Detractor,Website
264,22190,20251021,1614,10,6,Detractor,Support
265,9704,20240211,1032,3,4,Detractor,Price
266,57576,20250421,792,2,5,Detractor,Product quality
267,59748,20251114,281,9,7,Passive,Product quality
268,13418,20240113,1359,1,10,Promoter,Support
269,37515,20231013,1765,6,9,Promoter,Delivery
270,41219,20250130,1202,8,10,Promoter,Support
271,3352,20241113,320,7,7,Passive,Delivery
272,48122,20251231,484,3,7,Passive,Support
273,5956,20250430,1234,4,9,Promoter,Delivery
274,42519,20240715,1333,10,4,Detractor,Store experience
275,29041,20250618,450,4,2,Detractor,Delivery
276,30640,20250929,1198,3,5,Detractor,Support
277,26240,20250822,1994,8,7,Passive,Delivery
278,39948,20230127,493,1,9,Promoter,Price
279,56849,20221124,1159,4,8,Passive,Price
280,9137,20251124,211,7,10,Promoter,Price
281,46768,20240928,1593,12,6,Detractor,Product quality
282,35032,20250705,1081,8,7,Passive,Delivery
283,4382,20230731,1726,7,6,Detractor,Product quality
284,31425,20230301,909,2,10,Promoter,Product quality
285,22153,20251102,194,12,6,Detractor,Price
286,59824,20240807,516,1,8,Passive,Price
287,56300,20230820,1592,6,6,Detractor,Website
288,23669,20250618,1546,8,8,Passive,Delivery
289,30878,20240606,1555,2,8,Passive,Store experience
290,4723,20250222,1412,6,6,Detractor,Store experience
291,27530,20240410,1949,2,10,Promoter,Store experience
292,10177,20250530,526,5,6,Detractor,Website
293,47083,20230413,1966,11,8,Passive,Website
294,58708,20250909,849,11,6,Detractor,Support
295,8016,20240720,42,2,7,Passive,Store experience
296,16924,20250228,577,11,6,Detractor,Website
297,17346,20251229,907,8,4,Detractor,Product quality
298,54388,20230813,466,12,7,Passive,Delivery
299,37075,20251105,1683,8,8,Passive,Support
300,56732,20250731,1336,7,7,Passive,Store experience
301,19195,20240907,1958,4,6,Detractor,Delivery
302,37934,20221216,189,3,5,Detractor,Delivery
303,2247,20250807,710,9,10,Promoter,Support
304,47183,20231124,1556,9,4,Detractor,Website
305,46784,20250825,232,2,7,Passive,Price
306,11474,20251212,1693,3,5,Detractor,Store experience
307,16686,20250218,1810,3,10,Promoter,Support
308,59667,20250213,1094,1,10,Promoter,Price
309,32503,20221231,774,9,7,Passive,Support
310,34153,20231231,313,1,5,Detractor,Website
311,12421,20240410,490,5,8,Passive,Store experience
312,34706,20240930,25,9,8,Passive,Support
313,30814,20230924,1916,3,7,Passive,Website
314,48268,20251203,1400,7,6,Detractor,Support
315,44603,20221231,635,9,7,Passive,Website
316,55940,20250401,102,4,5,Detractor,Support
317,7703,20240628,1739,9,6,Detractor,Product quality
318,39736,20240617,560,7,7,Passive,Price
319,19101,20250827,177,1,7,Passive,Product quality
320,23753,20240816,510,10,7,Passive,Price
321,34200,20251231,3,6,6,Detractor,Product quality
322,41372,20250819,512,3,9,Promoter,Product quality
323,42046,20230222,639,12,6,Detractor,Product quality
324,3890,20240513,1724,4,7,Passive,Website
325,39228,20230805,1075,8,6,Detractor,Delivery
326,22346,20251022,807,7,10,Promoter,Support
327,24292,20230715,889,6,8,Passive,Store experience
328,17565,20251022,1955,2,5,Detractor,Product quality
329,29247,20251231,333,1,8,Passive,Website
330,18941,20240403,1040,3,9,Promoter,Delivery
331,41776,20241207,537,5,6,Detractor,Support
332,20497,20241109,660,5,6,Detractor,Delivery
333,43429,20250908,1221,6,6,Detractor,Price
334,32885,20251206,497,5,8,Passive,Product quality
335,12962,20250201,1084,9,8,Passive,Support
336,51799,20250117,836,12,5,Detractor,Delivery
337,12401,20240501,634,8,10,Promoter,Product quality
338,48392,20250828,526,9,7,Passive,Support
339,44474,20251231,1210,7,10,Promoter,Price
340,35101,20250117,869,10,7,Passive,Price
341,13435,20230424,366,12,6,Detractor,Product quality
342,55837,20250527,157,1,7,Passive,Website
343,35422,20251001,134,9,5,Detractor,Website
344,58207,20230926,665,3,10,Promoter,Support
345,44893,20240920,98,10,9,Promoter,Store experience
346,41837,20230930,664,5,7,Passive,Website
347,7498,20250220,1072,1,6,Detractor,Support
348,43580,20250125,1608,7,4,Detractor,Price
349,14947,20250816,1083,9,10,Promoter,Delivery
350,44517,20231019,773,5,8,Passive,Price
351,25055,20241210,1956,8,9,Promoter,Delivery
352,42054,20240916,339,3,4,Detractor,Delivery
353,45538,20240522,944,12,7,Passive,Support
354,44763,20231227,1788,5,6,Detractor,Website
355,42640,20251126,1293,7,8,Passive,Price
356,25015,20231113,1734,6,7,Passive,Delivery
357,19558,20240919,718,1,10,Promoter,Website
358,55310,20240812,1026,10,9,Promoter,Delivery
359,851,20241014,1490,1,5,Detractor,Price
360,26306,20250331,1350,3,10,Promoter,Price
361,45923,20251125,1682,6,5,Detractor,Website
362,28759,20240212,969,3,8,Passive,Website
363,13460,20230427,1570,6,4,Detractor,Product quality
364,36207,20221111,1100,8,7,Passive,Delivery
365,47008,20251212,599,8,7,Passive,Delivery
366,46606,20240420,1083,2,8,Passive,Support
367,33498,20240101,1859,8,9,Promoter,Delivery
368,32873,20230628,722,10,8,Passive,Delivery
369,5965,20240213,1946,12,6,Detractor,Price
370,13272,20240825,333,5,7,Passive,Delivery
371,51462,20240326,1107,1,5,Detractor,Website
372,18344,20230312,1019,10,5,Detractor,Price
373,27125,20241221,155,10,8,Passive,Website
374,51814,20231119,676,10,8,Passive,Delivery
375,47779,20240222,1835,12,2,Detractor,Product quality
376,15521,20250421,730,8,6,Detractor,Delivery
377,41238,20250928,1111,3,7,Passive,Website
378,55835,20250516,157,1,8,Passive,Store experience
379,58263,20230910,1787,10,5,Detractor,Product quality
380,6827,20250415,1101,9,8,Passive,Support
381,2197,20240704,804,3,8,Passive,Product quality
382,10033,20221203,797,12,7,Passive,Website
383,5728,20230927,932,3,3,Detractor,Support
384,39792,20240918,414,10,5,Detractor,Store experience
385,36675,20240328,1288,2,8,Passive,Website
386,59584,20250927,1150,2,6,Detractor,Website
387,38040,20251227,172,5,5,Detractor,Product quality
388,4932,20230818,497,11,6,Detractor,Support
389,19203,20250101,1147,10,5,Detractor,Product quality
390,59763,20230217,245,2,8,Passive,Support
391,45622,20240201,1172,9,6,Detractor,Price
392,9458,20241119,1575,7,10,Promoter,Support
393,24121,20250202,885,8,6,Detractor,Support
394,19786,20241005,1373,5,9,Promoter,Store experience
395,15879,20240617,1734,2,4,Detractor,Delivery
396,4252,20221129,1091,12,8,Passive,Delivery
397,11310,20230314,1329,2,5,Detractor,Product quality
398,3870,20250906,1,12,5,Detractor,Store experience
399,8346,20231129,335,6,9,Promoter,Product quality
400,50725,20250920,922,12,2,Detractor,Product quality
401,39803,20230321,517,7,4,Detractor,Product quality
402,3712,20250804,1420,5,7,Passive,Support
403,37110,20230211,1419,7,10,Promoter,Product quality
404,39963,20240430,1474,3,3,Detractor,Price
405,8687,20241101,1660,2,8,Passive,Product quality
406,43512,20240410,340,8,7,Passive,Website
407,44163,20251217,96,11,9,Promoter,Delivery
408,51101,20250715,1312,12,5,Detractor,Website
409,50552,20250410,751,4,6,Detractor,Product quality
410,33688,20230806,1646,6,6,Detractor,Website
411,46636,20250817,821,3,7,Passive,Store experience
412,14421,20250124,1131,7,6,Detractor,Support
413,10002,20251023,1152,7,9,Promoter,Store experience
414,5244,20251026,1786,4,10,Promoter,Delivery
415,21048,20250621,623,1,6,Detractor,Price
416,1116,20240428,214,6,7,Passive,Website
417,37943,20250915,922,1,7,Passive,Store experience
418,23817,20240719,1653,8,9,Promoter,Delivery
419,18015,20250728,1995,12,4,Detractor,Delivery
420,32854,20240330,388,2,6,Detractor,Website
421,13671,20250222,1719,10,5,Detractor,Store experience
422,59260,20251217,448,1,3,Detractor,Website
423,24191,20241031,926,7,8,Passive,Store experience
424,38019,20250203,579,1,8,Passive,Delivery
425,2558,20250825,763,3,7,Passive,Delivery
426,59135,20240726,997,2,7,Passive,Website
427,21258,20240821,765,7,5,Detractor,Support
428,52707,20250603,895,2,8,Passive,Product quality
429,16040,20220208,302,9,5,Detractor,Product quality
430,35439,20250616,1080,5,7,Passive,Delivery
431,15725,20241124,982,3,7,Passive,Support
432,49986,20240912,95,4,7,Passive,Store experience
433,59204,20240517,404,9,7,Passive,Support
434,27143,20251231,1932,3,5,Detractor,Product quality
435,55438,20251116,201,11,8,Passive,Price
436,5649,20250413,1205,3,5,Detractor,Support
437,17456,20240914,1818,1,4,Detractor,Delivery
438,38399,20251123,616,11,6,Detractor,Delivery
439,35874,20231019,166,5,8,Passive,Delivery
440,26789,20251110,792,9,7,Passive,Store experience
441,6128,20240803,1219,1,4,Detractor,Price
442,577,20240908,1873,8,4,Detractor,Store experience
443,10090,20231209,993,1,7,Passive,Product quality
444,45459,20240923,206,7,6,Detractor,Product quality
445,17259,20250827,1420,10,6,Detractor,Price
446,43126,20250523,1649,9,7,Passive,Website
447,32933,20231224,176,1,7,Passive,Product quality
448,49458,20250428,959,1,8,Passive,Store experience
449,27718,20250218,569,4,8,Passive,Price
450,10969,20230526,322,10,10,Promoter,Support
451,42892,20240625,786,12,7,Passive,Price
452,55001,20250405,1239,1,7,Passive,Delivery
453,11567,20250727,381,3,9,Promoter,Store experience
454,46299,20231205,120,8,6,Detractor,Website
455,30766,20230112,1909,4,8,Passive,Delivery
456,44668,20230621,1496,5,7,Passive,Store experience
457,36790,20240819,814,12,7,Passive,Delivery
458,12165,20230702,604,11,7,Passive,Store experience
459,22460,20250613,597,1,10,Promoter,Store experience
460,23293,20251208,1802,12,5,Detractor,Store experience
461,16610,20221202,308,6,7,Passive,Delivery
462,52898,20230409,1816,3,4,Detractor,Website
463,41556,20241111,1280,4,6,Detractor,Support
464,45815,20240916,1879,6,7,Passive,Price
465,16447,20250517,1088,7,6,Detractor,Website
466,23419,20250519,1910,12,7,Passive,Website
467,7478,20250728,1542,4,5,Detractor,Store experience
468,4799,20230311,946,8,7,Passive,Delivery
469,18747,20230116,132,8,5,Detractor,Store experience
470,19548,20250112,146,5,7,Passive,Product quality
471,32482,20251009,1998,4,9,Promoter,Price
472,59835,20251211,351,6,6,Detractor,Product quality
473,1025,20220613,127,9,8,Passive,Product quality
474,6475,20240707,1517,7,7,Passive,Product quality
475,35104,20240624,1851,7,5,Detractor,Support
476,21064,20230319,402,12,5,Detractor,Support
477,28472,20220529,1311,5,6,Detractor,Delivery
478,27970,20240831,541,10,8,Passive,Price
479,38675,20240710,283,5,8,Passive,Website
480,50709,20230813,1619,5,9,Promoter,Support
481,55960,20241213,1781,12,7,Passive,Product quality
482,8850,20250207,600,12,5,Detractor,Support
483,53605,20251029,913,6,5,Detractor,Price
484,55015,20240317,1542,3,6,Detractor,Product quality
485,34390,20220810,16,12,7,Passive,Product quality
486,54242,20250201,56,1,7,Passive,Delivery
487,10175,20240622,1007,3,8,Passive,Support
488,22202,20230418,1786,9,6,Detractor,Store experience
489,25360,20251211,1326,2,8,Passive,Product quality
490,10129,20251227,203,6,7,Passive,Price
491,16917,20231116,1005,4,10,Promoter,Store experience
492,58908,20240611,1323,3,4,Detractor,Website
493,41577,20250129,622,4,8,Passive,Website
494,59877,20240710,520,3,3,Detractor,Delivery
495,7715,20250820,886,6,8,Passive,Store experience
496,24258,20240930,1637,12,7,Passive,Price
497,29566,20230705,739,4,7,Passive,Price
498,2139,20240824,263,8,8,Passive,Support
499,42417,20230709,1065,12,8,Passive,Product quality
500,52625,20240927,1781,7,10,Promoter,Price
501,51252,20230625,1174,10,8,Passive,Store experience
502,15179,20230406,286,6,6,Detractor,Price
503,25163,20250204,1701,6,5,Detractor,Support
504,10844,20250701,29,2,6,Detractor,Website
505,39271,20231125,1016,3,9,Promoter,Website
506,42035,20230112,108,3,5,Detractor,Price
507,23160,20251112,1397,12,7,Passive,Product quality
508,28653,20241020,949,2,4,Detractor,Store experience
509,35555,20230901,864,7,6,Detractor,Delivery
510,1187,20250504,1219,11,6,Detractor,Price
511,48002,20230320,453,11,7,Passive,Price
512,35250,20240619,1923,2,7,Passive,Website
513,42249,20251231,1708,5,7,Passive,Delivery
514,32590,20250716,439,11,8,Passive,Support
515,30535,20230517,816,11,5,Detractor,Store experience
516,49239,20231112,411,2,8,Passive,Delivery
517,50216,20250807,738,6,5,Detractor,Website
518,44011,20230309,1621,10,6,Detractor,Delivery
519,39642,20251103,418,12,6,Detractor,Website
520,11109,20251212,1974,5,6,Detractor,Product quality
521,2855,20250928,1298,9,6,Detractor,Website
522,33693,20240927,1109,7,10,Promoter,Website
523,53101,20250924,368,3,8,Passive,Product quality
524,47876,20230912,1176,12,7,Passive,Delivery
525,43538,20251231,92,11,10,Promoter,Delivery
526,50633,20241220,127,2,7,Passive,Delivery
527,56401,20240919,205,9,7,Passive,Store experience
528,28541,20250830,1022,12,8,Passive,Support
529,20794,20231201,878,5,8,Passive,Delivery
530,46959,20251002,1076,11,8,Passive,Website
531,42869,20251203,1429,2,8,Passive,Website
532,15053,20251210,1172,9,10,Promoter,Support
533,35611,20240610,638,1,8,Passive,Delivery
534,21435,20240912,995,12,7,Passive,Price
535,30800,20241214,1658,9,4,Detractor,Support
536,44179,20230806,489,6,8,Passive,Delivery
537,15312,20250729,1233,4,7,Passive,Product quality
538,52275,20240422,1539,9,8,Passive,Delivery
539,49748,20250808,384,10,3,Detractor,Store experience
540,35503,20241012,1136,11,7,Passive,Support
541,22818,20251124,259,2,7,Passive,Product quality
542,14274,20230408,466,5,5,Detractor,Delivery
543,3035,20230714,1367,5,8,Passive,Support
544,21677,20230922,1309,6,5,Detractor,Product quality
545,46761,20251018,961,5,4,Detractor,Price
546,29456,20250326,456,9,6,Detractor,Product quality
547,10589,20240222,1302,8,4,Detractor,Price
548,57786,20241006,1018,5,5,Detractor,Product quality
549,27631,20250209,1830,5,5,Detractor,Support
550,41685,20240603,985,5,10,Promoter,Website
551,6599,20240604,1240,9,3,Detractor,Support
552,48463,20240517,983,11,6,Detractor,Website
553,38980,20240520,1192,6,8,Passive,Support
554,26562,20240519,1830,1,9,Promoter,Delivery
555,23629,20240301,329,1,5,Detractor,Product quality
556,21546,20250725,118,10,10,Promoter,Website
557,57400,20251011,856,11,6,Detractor,Support
558,52577,20221019,941,2,10,Promoter,Price
559,37813,20230904,343,11,7,Passive,Price
560,59648,20230316,502,10,6,Detractor,Price
561,6923,20231206,918,4,6,Detractor,Support
562,39745,20241204,1084,11,5,Detractor,Product quality
563,7,20240223,1979,9,7,Passive,Product quality
564,34904,20241207,1907,8,4,Detractor,Delivery
565,49170,20250621,907,9,8,Passive,Delivery
566,8386,20240906,613,8,7,Passive,Support
567,42911,20241027,1139,11,6,Detractor,Store experience
568,20605,20230131,1587,11,7,Passive,Price
569,59796,20251030,1498,12,10,Promoter,Delivery
570,57665,20231030,543,3,5,Detractor,Website
571,34262,20250202,1539,1,8,Passive,Store experience
572,17796,20221231,928,2,8,Passive,Price
573,12019,20230619,1045,6,7,Passive,Delivery
574,7586,20230216,1781,3,6,Detractor,Website
575,7795,20250904,25,1,6,Detractor,Product quality
576,8394,20250407,1253,2,10,Promoter,Website
